FlightID,DelayMinutes,FlightStatus,SeatsSoldEconomy,SeatsSoldBusiness,SeatsSoldFirst,LoadFactorPct
43023,175,Delayed,102,7,0,67.3
43024,5,ON TIME,102,8,0,67.9
43025,5,ON TIME,91,7,0,60.5
43026,13,ON TIME,112,9,0,74.7
43027,0,CANCELLED,0,0,0,0.0
43028,147,Delayed,124,11,0,83.3
43029,62,Delayed,126,10,0,84.0
43030,2,ON TIME,105,8,0,69.8
43031,4,ON TIME,118,9,0,78.4
43032,8,ON TIME,116,10,0,77.8
43033,0,ON TIME,94,8,0,63.0
43034,5,ON TIME,119,10,0,79.6
43035,4,ON TIME,116,8,0,76.5
43036,5,ON TIME,119,10,0,79.6
43037,0,ON TIME,103,9,0,69.1
43038,6,ON TIME,103,8,0,68.5
43039,88,Delayed,107,10,0,72.2
43040,33,Delayed,106,9,0,71.0
43041,8,ON TIME,123,11,0,82.7
43042,2,ON TIME,136,11,0,90.7
43043,13,ON TIME,119,11,0,80.2
43044,10,ON TIME,107,9,0,71.6
43045,10,ON TIME,121,9,0,80.2
43046,167,Delayed,118,10,0,79.0
43047,0,ON TIME,108,8,0,71.6
43048,13,ON TIME,146,11,0,96.9
43049,10,ON TIME,107,9,0,71.6
43050,6,ON TIME,139,11,0,92.6
43051,12,ON TIME,111,10,0,74.7
43052,0,CANCELLED,0,0,0,0.0
43053,13,ON TIME,101,9,0,67.9
43054,6,ON TIME,123,8,0,80.9
43055,11,ON TIME,95,7,0,63.0
43056,0,CANCELLED,0,0,0,0.0
43057,4,ON TIME,89,7,0,59.3
43058,2,ON TIME,119,10,0,79.6
43059,1,ON TIME,121,10,0,80.9
43060,68,Delayed,127,9,0,84.0
43061,2,ON TIME,122,9,0,80.9
43062,0,ON TIME,120,9,0,79.6
43063,2,ON TIME,111,10,0,74.7
43064,10,ON TIME,108,9,0,72.2
43065,9,ON TIME,97,8,0,64.8
43066,106,Delayed,134,11,0,89.5
43067,138,Delayed,104,8,0,69.1
43068,2,ON TIME,93,7,0,61.7
43069,51,Delayed,83,6,0,54.9
43070,10,ON TIME,108,8,0,71.6
43071,12,ON TIME,140,11,0,93.2
43072,6,ON TIME,144,12,0,96.3
43073,3,ON TIME,126,11,0,84.6
43074,47,Delayed,125,10,0,83.3
43075,1,ON TIME,107,9,0,71.6
43076,1,ON TIME,114,9,0,75.9
43077,9,ON TIME,113,10,0,75.9
43078,8,ON TIME,85,7,0,56.8
43079,3,ON TIME,126,10,0,84.0
43080,11,ON TIME,93,7,0,61.7
43081,4,ON TIME,134,11,0,89.5
43082,7,ON TIME,109,9,0,72.8
43083,0,ON TIME,90,7,0,59.9
43084,104,Delayed,113,8,0,74.7
43085,0,ON TIME,101,9,0,67.9
43086,8,ON TIME,114,10,0,76.5
43087,0,CANCELLED,0,0,0,0.0
43088,9,ON TIME,115,10,0,77.2
43089,116,Delayed,124,9,0,82.1
43090,87,Delayed,125,10,0,83.3
43091,177,Delayed,98,8,0,65.4
43092,14,ON TIME,126,10,0,84.0
43093,0,CANCELLED,0,0,0,0.0
43094,9,ON TIME,103,8,0,68.5
43095,2,ON TIME,116,10,0,77.8
43096,3,ON TIME,141,11,0,93.8
43097,4,ON TIME,117,8,0,77.2
43098,1,ON TIME,107,10,0,72.2
43099,1,ON TIME,130,10,0,86.4
43100,0,ON TIME,107,11,0,72.8
43101,8,ON TIME,95,7,0,63.0
43102,147,Delayed,123,9,0,81.5
43103,2,ON TIME,82,8,0,55.6
43104,0,ON TIME,138,11,0,92.0
43105,8,ON TIME,120,9,0,79.6
43106,0,ON TIME,99,9,0,66.7
43107,1,ON TIME,127,10,0,84.6
43108,5,ON TIME,111,8,0,73.5
43109,1,ON TIME,109,9,0,72.8
43110,3,ON TIME,150,12,0,100.0
43111,5,ON TIME,99,7,0,65.4
43112,9,ON TIME,100,8,0,66.7
43113,5,ON TIME,125,10,0,83.3
43114,4,ON TIME,100,9,0,67.3
43115,9,ON TIME,117,9,0,77.8
43116,6,ON TIME,112,10,0,75.3
43117,96,Delayed,119,9,0,79.0
43118,4,ON TIME,104,7,0,68.5
43119,0,ON TIME,122,11,0,82.1
43120,0,ON TIME,113,9,0,75.3
43121,8,ON TIME,122,10,0,81.5
43122,4,ON TIME,91,8,0,61.1
43123,154,Delayed,124,9,0,82.1
43124,14,ON TIME,129,10,0,85.8
43125,2,ON TIME,120,10,0,80.2
43126,11,ON TIME,98,8,0,65.4
43127,6,ON TIME,110,9,0,73.5
43128,14,ON TIME,102,9,0,68.5
43129,8,ON TIME,105,7,0,69.1
43130,110,Delayed,118,10,0,79.0
43131,3,ON TIME,138,12,0,92.6
43132,11,ON TIME,105,9,0,70.4
43133,157,Delayed,135,10,0,89.5
43134,2,ON TIME,115,10,0,77.2
43135,12,ON TIME,85,6,0,56.2
43136,11,ON TIME,116,11,0,78.4
43137,3,ON TIME,146,12,0,97.5
43138,4,ON TIME,110,9,0,73.5
43139,3,ON TIME,126,9,0,83.3
43140,11,ON TIME,111,8,0,73.5
43141,2,ON TIME,112,9,0,74.7
43142,0,ON TIME,120,10,0,80.2
43143,7,ON TIME,115,8,0,75.9
43144,11,ON TIME,115,9,0,76.5
43145,0,CANCELLED,0,0,0,0.0
43146,7,ON TIME,100,8,0,66.7
43147,5,ON TIME,128,10,0,85.2
43148,7,ON TIME,134,10,0,88.9
43149,12,ON TIME,129,9,0,85.2
43150,13,ON TIME,126,9,0,83.3
43151,7,ON TIME,133,10,0,88.3
43152,4,ON TIME,137,10,0,90.7
43153,85,Delayed,122,10,0,81.5
43154,6,ON TIME,99,7,0,65.4
43155,12,ON TIME,140,12,0,93.8
43156,11,ON TIME,108,9,0,72.2
43157,3,ON TIME,133,9,0,87.7
43158,13,ON TIME,86,8,0,58.0
43159,64,Delayed,112,10,0,75.3
43160,8,ON TIME,101,9,0,67.9
43161,2,ON TIME,113,9,0,75.3
43162,1,ON TIME,120,10,0,80.2
43163,6,ON TIME,123,11,0,82.7
43164,11,ON TIME,133,10,0,88.3
43165,0,CANCELLED,0,0,0,0.0
43166,0,ON TIME,133,12,0,89.5
43167,13,ON TIME,135,10,0,89.5
43168,0,ON TIME,147,12,0,98.1
43169,1,ON TIME,138,10,0,91.4
43170,29,Delayed,118,10,0,79.0
43171,11,ON TIME,117,9,0,77.8
43172,12,ON TIME,100,10,0,67.9
43173,5,ON TIME,146,10,0,96.3
43174,34,Delayed,116,8,0,76.5
43175,110,Delayed,109,8,0,72.2
43176,10,ON TIME,148,11,0,98.1
43177,7,ON TIME,125,12,0,84.6
43178,93,Delayed,124,10,0,82.7
43179,7,ON TIME,122,9,0,80.9
43180,18,Delayed,138,12,0,92.6
43181,96,Delayed,109,8,0,72.2
43182,93,Delayed,140,12,0,93.8
43183,0,CANCELLED,0,0,0,0.0
43184,13,ON TIME,120,8,0,79.0
43185,3,ON TIME,123,11,0,82.7
43186,10,ON TIME,127,11,0,85.2
43187,11,ON TIME,117,9,0,77.8
43188,176,Delayed,137,9,0,90.1
43189,7,ON TIME,134,12,0,90.1
43190,3,ON TIME,124,10,0,82.7
43191,12,ON TIME,114,9,0,75.9
43192,8,ON TIME,127,10,0,84.6
43193,147,Delayed,111,8,0,73.5
43194,3,ON TIME,93,7,0,61.7
43195,6,ON TIME,106,10,0,71.6
43196,8,ON TIME,96,8,0,64.2
43197,4,ON TIME,114,8,0,75.3
43198,10,ON TIME,123,9,0,81.5
43199,0,CANCELLED,0,0,0,0.0
43200,14,ON TIME,116,9,0,77.2
43201,5,ON TIME,104,9,0,69.8
43202,11,ON TIME,110,8,0,72.8
43203,5,ON TIME,89,8,0,59.9
43204,12,ON TIME,127,10,0,84.6
43205,2,ON TIME,125,8,0,82.1
43206,14,ON TIME,138,10,0,91.4
43207,64,Delayed,120,9,0,79.6
43208,0,ON TIME,91,8,0,61.1
43209,9,ON TIME,112,9,0,74.7
43210,12,ON TIME,115,9,0,76.5
43211,8,ON TIME,96,8,0,64.2
43212,5,ON TIME,111,10,0,74.7
43213,15,Delayed,101,8,0,67.3
43214,1,ON TIME,129,9,0,85.2
43215,0,ON TIME,117,9,0,77.8
43216,2,ON TIME,117,10,0,78.4
43217,0,ON TIME,106,9,0,71.0
43218,0,ON TIME,116,10,0,77.8
43219,14,ON TIME,132,10,0,87.7
43220,11,ON TIME,120,10,0,80.2
43221,13,ON TIME,111,10,0,74.7
43222,13,ON TIME,110,8,0,72.8
43223,8,ON TIME,111,8,0,73.5
43224,10,ON TIME,129,8,0,84.6
43225,12,ON TIME,124,9,0,82.1
43226,3,ON TIME,118,9,0,78.4
43227,50,Delayed,117,9,0,77.8
43228,3,ON TIME,133,11,0,88.9
43229,14,ON TIME,79,7,0,53.1
43230,3,ON TIME,116,10,0,77.8
43231,0,CANCELLED,0,0,0,0.0
43232,13,ON TIME,129,11,0,86.4
43233,13,ON TIME,107,8,0,71.0
43234,13,ON TIME,132,12,0,88.9
43235,9,ON TIME,109,9,0,72.8
43236,13,ON TIME,93,8,0,62.3
43237,6,ON TIME,114,10,0,76.5
43238,3,ON TIME,120,10,0,80.2
43239,126,Delayed,96,7,0,63.6
43240,12,ON TIME,73,7,0,49.4
43241,4,ON TIME,102,8,0,67.9
43242,32,Delayed,86,8,0,58.0
43243,0,ON TIME,142,12,0,95.1
43244,13,ON TIME,116,10,0,77.8
43245,4,ON TIME,93,8,0,62.3
43246,9,ON TIME,110,8,0,72.8
43247,2,ON TIME,109,10,0,73.5
43248,0,ON TIME,119,11,0,80.2
43249,2,ON TIME,111,9,0,74.1
43250,11,ON TIME,111,8,0,73.5
43251,9,ON TIME,91,8,0,61.1
43252,122,Delayed,133,10,0,88.3
43253,0,CANCELLED,0,0,0,0.0
43254,0,CANCELLED,0,0,0,0.0
43255,2,ON TIME,118,10,0,79.0
43256,5,ON TIME,100,8,0,66.7
43257,11,ON TIME,118,10,0,79.0
43258,13,ON TIME,119,11,0,80.2
43259,0,CANCELLED,0,0,0,0.0
43260,0,ON TIME,116,8,0,76.5
43261,14,ON TIME,100,9,0,67.3
43262,0,CANCELLED,0,0,0,0.0
43263,127,Delayed,80,6,0,53.1
43264,0,CANCELLED,0,0,0,0.0
43265,4,ON TIME,124,10,0,82.7
43266,8,ON TIME,91,9,0,61.7
43267,12,ON TIME,81,6,0,53.7
43268,0,ON TIME,98,8,0,65.4
43269,131,Delayed,125,10,0,83.3
43270,5,ON TIME,110,9,0,73.5
43271,7,ON TIME,114,11,0,77.2
43272,12,ON TIME,120,9,0,79.6
43273,2,ON TIME,138,12,0,92.6
43274,5,ON TIME,120,9,0,79.6
43275,4,ON TIME,143,12,0,95.7
43276,10,ON TIME,110,10,0,74.1
43277,5,ON TIME,125,10,0,83.3
43278,0,ON TIME,120,8,0,79.0
43279,3,ON TIME,150,12,0,100.0
43280,6,ON TIME,129,11,0,86.4
43281,173,Delayed,136,11,0,90.7
43282,160,Delayed,141,11,0,93.8
43283,38,Delayed,129,11,0,86.4
43284,7,ON TIME,95,8,0,63.6
43285,14,ON TIME,135,10,0,89.5
43286,5,ON TIME,122,9,0,80.9
43287,7,ON TIME,130,11,0,87.0
43288,7,ON TIME,115,10,0,77.2
43289,11,ON TIME,115,8,0,75.9
43290,4,ON TIME,92,9,0,62.3
43291,10,ON TIME,126,9,0,83.3
43292,3,ON TIME,122,10,0,81.5
43293,10,ON TIME,126,9,0,83.3
43294,3,ON TIME,101,8,0,67.3
43295,13,ON TIME,103,8,0,68.5
43296,6,ON TIME,94,9,0,63.6
43297,10,ON TIME,136,11,0,90.7
43298,2,ON TIME,143,12,0,95.7
43299,2,ON TIME,89,7,0,59.3
43300,14,ON TIME,113,8,0,74.7
43301,14,ON TIME,120,10,0,80.2
43302,11,ON TIME,112,10,0,75.3
43303,11,ON TIME,129,10,0,85.8
43304,13,ON TIME,121,10,0,80.9
43305,1,ON TIME,105,9,0,70.4
43306,13,ON TIME,109,8,0,72.2
43307,12,ON TIME,115,9,0,76.5
43308,0,CANCELLED,0,0,0,0.0
43309,11,ON TIME,131,12,0,88.3
43310,5,ON TIME,140,12,0,93.8
43311,106,Delayed,107,9,0,71.6
43312,10,ON TIME,91,8,0,61.1
43313,8,ON TIME,121,10,0,80.9
43314,28,Delayed,107,9,0,71.6
43315,2,ON TIME,142,11,0,94.4
43316,43,Delayed,105,9,0,70.4
43317,2,ON TIME,107,10,0,72.2
43318,58,Delayed,118,9,0,78.4
43319,13,ON TIME,112,9,0,74.7
43320,1,ON TIME,124,11,0,83.3
43321,12,ON TIME,100,8,0,66.7
43322,14,ON TIME,105,9,0,70.4
43323,31,Delayed,96,8,0,64.2
43324,14,ON TIME,112,10,0,75.3
43325,41,Delayed,108,8,0,71.6
43326,0,ON TIME,124,11,0,83.3
43327,3,ON TIME,135,9,0,88.9
43328,12,ON TIME,113,8,0,74.7
43329,10,ON TIME,108,8,0,71.6
43330,2,ON TIME,118,10,0,79.0
43331,2,ON TIME,98,7,0,64.8
43332,6,ON TIME,135,11,0,90.1
43333,7,ON TIME,103,8,0,68.5
43334,10,ON TIME,124,9,0,82.1
43335,8,ON TIME,79,7,0,53.1
43336,10,ON TIME,109,9,0,72.8
43337,49,Delayed,128,9,0,84.6
43338,4,ON TIME,130,9,0,85.8
43339,158,Delayed,147,12,0,98.1
43340,0,CANCELLED,0,0,0,0.0
43341,11,ON TIME,107,9,0,71.6
43342,38,Delayed,105,9,0,70.4
43343,3,ON TIME,122,9,0,80.9
43344,8,ON TIME,111,10,0,74.7
43345,12,ON TIME,128,11,0,85.8
43346,10,ON TIME,106,7,0,69.8
43347,171,Delayed,113,10,0,75.9
43348,14,ON TIME,108,8,0,71.6
43349,77,Delayed,127,9,0,84.0
43350,122,Delayed,128,10,0,85.2
43351,5,ON TIME,115,9,0,76.5
43352,2,ON TIME,131,11,0,87.7
43353,9,ON TIME,140,11,0,93.2
43354,11,ON TIME,112,11,0,75.9
43355,7,ON TIME,125,11,0,84.0
43356,4,ON TIME,114,8,0,75.3
43357,7,ON TIME,122,9,0,80.9
43358,4,ON TIME,111,8,0,73.5
43359,7,ON TIME,120,11,0,80.9
43360,8,ON TIME,136,10,0,90.1
43361,2,ON TIME,123,10,0,82.1
43362,6,ON TIME,115,9,0,76.5
43363,14,ON TIME,150,12,0,100.0
43364,6,ON TIME,120,9,0,79.6
43365,5,ON TIME,116,9,0,77.2
43366,166,Delayed,105,9,0,70.4
43367,7,ON TIME,128,11,0,85.8
43368,6,ON TIME,130,10,0,86.4
43369,1,ON TIME,122,8,0,80.2
43370,124,Delayed,136,10,0,90.1
43371,12,ON TIME,134,11,0,89.5
43372,68,Delayed,88,8,0,59.3
43373,12,ON TIME,138,10,0,91.4
43374,10,ON TIME,117,8,0,77.2
43375,11,ON TIME,126,9,0,83.3
43376,1,ON TIME,141,12,0,94.4
43377,113,Delayed,133,11,0,88.9
43378,13,ON TIME,116,8,0,76.5
43379,0,CANCELLED,0,0,0,0.0
43380,1,ON TIME,118,9,0,78.4
43381,3,ON TIME,108,8,0,71.6
43382,9,ON TIME,118,9,0,78.4
43383,0,CANCELLED,0,0,0,0.0
43384,14,ON TIME,104,9,0,69.8
43385,8,ON TIME,105,9,0,70.4
43386,1,ON TIME,106,10,0,71.6
43387,3,ON TIME,94,9,0,63.6
43388,2,ON TIME,108,9,0,72.2
43389,2,ON TIME,106,9,0,71.0
43390,0,CANCELLED,0,0,0,0.0
43391,12,ON TIME,126,10,0,84.0
43392,4,ON TIME,140,10,0,92.6
43393,10,ON TIME,110,8,0,72.8
43394,10,ON TIME,75,6,0,50.0
43395,11,ON TIME,109,9,0,72.8
43396,7,ON TIME,126,10,0,84.0
43397,5,ON TIME,113,9,0,75.3
43398,14,ON TIME,115,8,0,75.9
43399,11,ON TIME,118,10,0,79.0
43400,7,ON TIME,126,10,0,84.0
43401,0,CANCELLED,0,0,0,0.0
43402,0,ON TIME,98,7,0,64.8
43403,4,ON TIME,140,12,0,93.8
43404,28,Delayed,95,8,0,63.6
43405,0,ON TIME,118,10,0,79.0
43406,12,ON TIME,108,10,0,72.8
43407,11,ON TIME,134,10,0,88.9
43408,10,ON TIME,117,9,0,77.8
43409,6,ON TIME,135,11,0,90.1
43410,45,Delayed,128,8,0,84.0
43411,108,Delayed,150,11,0,99.4
43412,9,ON TIME,115,10,0,77.2
43413,11,ON TIME,94,9,0,63.6
43414,12,ON TIME,106,10,0,71.6
43415,11,ON TIME,138,12,0,92.6
43416,12,ON TIME,139,11,0,92.6
43417,13,ON TIME,119,9,0,79.0
43418,13,ON TIME,109,8,0,72.2
43419,2,ON TIME,110,9,0,73.5
43420,170,Delayed,97,9,0,65.4
43421,1,ON TIME,113,9,0,75.3
43422,3,ON TIME,104,9,0,69.8
43423,6,ON TIME,121,11,0,81.5
43424,3,ON TIME,119,10,0,79.6
43425,169,Delayed,120,10,0,80.2
43426,0,CANCELLED,0,0,0,0.0
43427,90,Delayed,132,9,0,87.0
43428,12,ON TIME,129,10,0,85.8
43429,5,ON TIME,113,9,0,75.3
43430,10,ON TIME,88,7,0,58.6
43431,137,Delayed,98,7,0,64.8
43432,3,ON TIME,107,10,0,72.2
43433,5,ON TIME,122,10,0,81.5
43434,2,ON TIME,122,10,0,81.5
43435,14,ON TIME,110,10,0,74.1
43436,6,ON TIME,111,9,0,74.1
43437,0,CANCELLED,0,0,0,0.0
43438,4,ON TIME,114,10,0,76.5
43439,7,ON TIME,127,10,0,84.6
43440,0,ON TIME,109,10,0,73.5
43441,5,ON TIME,105,9,0,70.4
43442,147,Delayed,116,10,0,77.8
43443,8,ON TIME,137,10,0,90.7
43444,4,ON TIME,106,9,0,71.0
43445,5,ON TIME,105,8,0,69.8
43446,24,Delayed,113,10,0,75.9
43447,9,ON TIME,100,8,0,66.7
43448,175,Delayed,144,10,0,95.1
43449,3,ON TIME,112,9,0,74.7
43450,125,Delayed,104,8,0,69.1
43451,11,ON TIME,117,8,0,77.2
43452,6,ON TIME,119,10,0,79.6
43453,48,Delayed,100,9,0,67.3
43454,11,ON TIME,96,7,0,63.6
43455,9,ON TIME,137,10,0,90.7
43456,127,Delayed,124,8,0,81.5
43457,0,ON TIME,115,9,0,76.5
43458,1,ON TIME,113,9,0,75.3
43459,7,ON TIME,95,8,0,63.6
43460,14,ON TIME,108,8,0,71.6
43461,10,ON TIME,126,10,0,84.0
43462,46,Delayed,103,9,0,69.1
43463,46,Delayed,108,9,0,72.2
43464,6,ON TIME,136,10,0,90.1
43465,13,ON TIME,122,10,0,81.5
43466,6,ON TIME,113,10,0,75.9
43467,6,ON TIME,137,12,0,92.0
43468,68,Delayed,118,8,0,77.8
43469,7,ON TIME,114,9,0,75.9
43470,3,ON TIME,134,9,0,88.3
43471,2,ON TIME,84,7,0,56.2
43472,6,ON TIME,150,12,0,100.0
43473,3,ON TIME,87,7,0,58.0
43474,12,ON TIME,128,9,0,84.6
43475,103,Delayed,147,11,0,97.5
43476,1,ON TIME,109,9,0,72.8
43477,71,Delayed,143,11,0,95.1
43478,0,CANCELLED,0,0,0,0.0
43479,10,ON TIME,120,10,0,80.2
43480,11,ON TIME,127,9,0,84.0
43481,10,ON TIME,145,11,0,96.3
43482,95,Delayed,89,7,0,59.3
43483,14,ON TIME,131,8,0,85.8
43484,12,ON TIME,124,8,0,81.5
43485,81,Delayed,130,11,0,87.0
43486,4,ON TIME,118,9,0,78.4
43487,2,ON TIME,82,8,0,55.6
43488,0,ON TIME,142,9,0,93.2
43489,12,ON TIME,125,11,0,84.0
43490,37,Delayed,116,9,0,77.2
43491,5,ON TIME,88,7,0,58.6
43492,2,ON TIME,111,10,0,74.7
43493,130,Delayed,127,11,0,85.2
43494,12,ON TIME,130,10,0,86.4
43495,3,ON TIME,107,9,0,71.6
43496,13,ON TIME,106,8,0,70.4
43497,12,ON TIME,118,9,0,78.4
43498,52,Delayed,86,8,0,58.0
43499,14,ON TIME,99,9,0,66.7
43500,4,ON TIME,125,9,0,82.7
43501,7,ON TIME,120,9,0,79.6
43502,0,CANCELLED,0,0,0,0.0
43503,8,ON TIME,126,9,0,83.3
43504,50,Delayed,98,7,0,64.8
43505,11,ON TIME,131,10,0,87.0
43506,8,ON TIME,130,11,0,87.0
43507,2,ON TIME,98,6,0,64.2
43508,5,ON TIME,97,8,0,64.8
43509,103,Delayed,128,10,0,85.2
43510,14,ON TIME,116,8,0,76.5
43511,150,Delayed,104,8,0,69.1
43512,10,ON TIME,99,8,0,66.0
43513,11,ON TIME,116,10,0,77.8
43514,8,ON TIME,125,9,0,82.7
43515,1,ON TIME,108,8,0,71.6
43516,13,ON TIME,124,10,0,82.7
43517,2,ON TIME,105,9,0,70.4
43518,12,ON TIME,110,9,0,73.5
43519,4,ON TIME,124,9,0,82.1
43520,5,ON TIME,117,10,0,78.4
43521,10,ON TIME,134,11,0,89.5
43522,36,Delayed,85,6,0,56.2
43523,1,ON TIME,99,8,0,66.0
43524,10,ON TIME,114,9,0,75.9
43525,11,ON TIME,121,11,0,81.5
43526,13,ON TIME,130,12,0,87.7
43527,6,ON TIME,111,10,0,74.7
43528,0,CANCELLED,0,0,0,0.0
43529,0,ON TIME,103,9,0,69.1
43530,0,ON TIME,136,11,0,90.7
43531,5,ON TIME,114,7,0,74.7
43532,147,Delayed,104,10,0,70.4
43533,3,ON TIME,109,10,0,73.5
43534,5,ON TIME,122,8,0,80.2
43535,32,Delayed,101,9,0,67.9
43536,7,ON TIME,108,9,0,72.2
43537,10,ON TIME,116,10,0,77.8
43538,1,ON TIME,89,7,0,59.3
43539,1,ON TIME,115,10,0,77.2
43540,7,ON TIME,116,10,0,77.8
43541,6,ON TIME,130,9,0,85.8
43542,10,ON TIME,134,10,0,88.9
43543,2,ON TIME,134,11,0,89.5
43544,4,ON TIME,121,11,0,81.5
43545,13,ON TIME,117,8,0,77.2
43546,0,CANCELLED,0,0,0,0.0
43547,6,ON TIME,125,10,0,83.3
43548,5,ON TIME,129,10,0,85.8
43549,9,ON TIME,101,10,0,68.5
43550,50,Delayed,110,10,0,74.1
43551,1,ON TIME,112,9,0,74.7
43552,1,ON TIME,110,8,0,72.8
43553,3,ON TIME,88,8,0,59.3
43554,0,ON TIME,134,11,0,89.5
43555,3,ON TIME,118,9,0,78.4
43556,11,ON TIME,96,8,0,64.2
43557,7,ON TIME,150,10,0,98.8
43558,2,ON TIME,119,9,0,79.0
43559,2,ON TIME,101,9,0,67.9
43560,1,ON TIME,92,7,0,61.1
43561,74,Delayed,118,10,0,79.0
43562,1,ON TIME,112,9,0,74.7
43563,0,ON TIME,113,8,0,74.7
43564,0,CANCELLED,0,0,0,0.0
43565,4,ON TIME,128,10,0,85.2
43566,7,ON TIME,109,9,0,72.8
43567,75,Delayed,115,9,0,76.5
43568,13,ON TIME,111,9,0,74.1
43569,1,ON TIME,114,9,0,75.9
43570,1,ON TIME,137,12,0,92.0
43571,9,ON TIME,117,9,0,77.8
43572,147,Delayed,94,7,0,62.3
43573,2,ON TIME,113,10,0,75.9
43574,2,ON TIME,90,8,0,60.5
43575,36,Delayed,105,9,0,70.4
43576,7,ON TIME,94,7,0,62.3
43577,5,ON TIME,111,10,0,74.7
43578,5,ON TIME,130,11,0,87.0
43579,11,ON TIME,101,9,0,67.9
43580,0,ON TIME,114,9,0,75.9
43581,9,ON TIME,72,7,0,48.8
43582,4,ON TIME,131,11,0,87.7
43583,11,ON TIME,90,8,0,60.5
43584,2,ON TIME,115,10,0,77.2
43585,3,ON TIME,136,10,0,90.1
43586,14,ON TIME,104,9,0,69.8
43587,11,ON TIME,138,11,0,92.0
43588,52,Delayed,150,12,0,100.0
43589,5,ON TIME,114,9,0,75.9
43590,0,CANCELLED,0,0,0,0.0
43591,0,ON TIME,119,11,0,80.2
43592,3,ON TIME,112,8,0,74.1
43593,9,ON TIME,117,10,0,78.4
43594,0,CANCELLED,0,0,0,0.0
43595,177,Delayed,128,11,0,85.8
43596,6,ON TIME,138,11,0,92.0
43597,0,ON TIME,121,9,0,80.2
43598,12,ON TIME,102,8,0,67.9
43599,9,ON TIME,93,8,0,62.3
43600,2,ON TIME,107,11,0,72.8
43601,39,Delayed,128,10,0,85.2
43602,9,ON TIME,109,8,0,72.2
43603,7,ON TIME,112,9,0,74.7
43604,7,ON TIME,114,8,0,75.3
43605,12,ON TIME,115,10,0,77.2
43606,11,ON TIME,103,9,0,69.1
43607,2,ON TIME,116,8,0,76.5
43608,14,ON TIME,114,10,0,76.5
43609,4,ON TIME,112,9,0,74.7
43610,7,ON TIME,138,10,0,91.4
43611,0,ON TIME,121,10,0,80.9
43612,10,ON TIME,132,10,0,87.7
43613,75,Delayed,139,12,0,93.2
43614,11,ON TIME,121,10,0,80.9
43615,130,Delayed,111,10,0,74.7
43616,135,Delayed,101,11,0,69.1
43617,1,ON TIME,126,10,0,84.0
43618,11,ON TIME,121,11,0,81.5
43619,2,ON TIME,137,11,0,91.4
43620,8,ON TIME,111,11,0,75.3
43621,0,CANCELLED,0,0,0,0.0
43622,13,ON TIME,132,10,0,87.7
43623,31,Delayed,101,9,0,67.9
43624,11,ON TIME,120,11,0,80.9
43625,11,ON TIME,102,7,0,67.3
43626,10,ON TIME,107,10,0,72.2
43627,9,ON TIME,115,9,0,76.5
43628,11,ON TIME,112,8,0,74.1
43629,9,ON TIME,108,9,0,72.2
43630,14,ON TIME,129,10,0,85.8
43631,143,Delayed,106,9,0,71.0
43632,3,ON TIME,125,9,0,82.7
43633,2,ON TIME,93,7,0,61.7
43634,154,Delayed,134,10,0,88.9
43635,1,ON TIME,116,9,0,77.2
43636,13,ON TIME,117,10,0,78.4
43637,10,ON TIME,106,8,0,70.4
43638,0,CANCELLED,0,0,0,0.0
43639,11,ON TIME,143,9,0,93.8
43640,24,Delayed,124,9,0,82.1
43641,4,ON TIME,122,8,0,80.2
43642,100,Delayed,143,11,0,95.1
43643,91,Delayed,120,9,0,79.6
43644,2,ON TIME,107,8,0,71.0
43645,11,ON TIME,118,9,0,78.4
43646,6,ON TIME,111,9,0,74.1
43647,6,ON TIME,103,9,0,69.1
43648,163,Delayed,123,11,0,82.7
43649,5,ON TIME,120,10,0,80.2
43650,0,CANCELLED,0,0,0,0.0
43651,5,ON TIME,120,9,0,79.6
43652,8,ON TIME,84,7,0,56.2
43653,9,ON TIME,111,8,0,73.5
43654,6,ON TIME,114,11,0,77.2
43655,4,ON TIME,108,10,0,72.8
43656,3,ON TIME,109,8,0,72.2
43657,11,ON TIME,115,10,0,77.2
43658,5,ON TIME,138,10,0,91.4
43659,6,ON TIME,114,9,0,75.9
43660,4,ON TIME,120,9,0,79.6
43661,13,ON TIME,121,9,0,80.2
43662,0,ON TIME,99,8,0,66.0
43663,6,ON TIME,116,10,0,77.8
43664,60,Delayed,131,12,0,88.3
43665,10,ON TIME,112,9,0,74.7
43666,5,ON TIME,115,10,0,77.2
43667,4,ON TIME,115,10,0,77.2
43668,21,Delayed,123,9,0,81.5
43669,97,Delayed,93,8,0,62.3
43670,88,Delayed,116,10,0,77.8
43671,1,ON TIME,118,9,0,78.4
43672,0,ON TIME,114,10,0,76.5
43673,2,ON TIME,102,8,0,67.9
43674,61,Delayed,108,8,0,71.6
43675,3,ON TIME,150,12,0,100.0
43676,12,ON TIME,119,10,0,79.6
43677,15,Delayed,124,9,0,82.1
43678,0,ON TIME,109,8,0,72.2
43679,3,ON TIME,109,8,0,72.2
43680,167,Delayed,114,9,0,75.9
43681,150,Delayed,104,8,0,69.1
43682,102,Delayed,115,12,0,78.4
43683,9,ON TIME,141,10,0,93.2
43684,142,Delayed,137,10,0,90.7
43685,0,ON TIME,115,11,0,77.8
43686,0,ON TIME,90,8,0,60.5
43687,0,CANCELLED,0,0,0,0.0
43688,9,ON TIME,118,9,0,78.4
43689,10,ON TIME,121,8,0,79.6
